SNR_dB,Mean_hVLC,Var_hVLC,Mean_HWiFi,Var_HWiFi,Reliability_VLC,Reliability_WiFi,BER_VLC,BER_WiFi,BER_MRC,Latency_VLC_ms,Latency_WiFi_ms,Throughput_VLC_Mbps,Throughput_WiFi_Mbps,Label
0,0.0911214853012351,0.00251722619784428,0.82480028383733,0.119087855709149,11.8543172274804,5.37787381836476,0.273016296070667,0.0225308406944867,0.192011879378617,3.2688,40.704,32.139011257954,2.5809748427673,2
0,0.0913769603865806,0.00248910324701378,0.897071047017676,0.249959829154826,11.7601848294076,36.5541594510783,0.269446771245812,0.173802543405422,0.127217864757843,3.2688,40.704,32.139011257954,2.5809748427673,3
0,0.0931618103794869,0.00254038694830565,0.953811021989528,0.199850542798634,11.7391622807097,28.4733281580334,0.268180779774596,0.0111369174535486,0.00220834602497716,3.2688,40.704,32.139011257954,2.5809748427673,3
0,0.0923161320568138,0.00255152902578977,0.816213759950146,0.133374026637759,11.8252766847278,5.38215073347989,0.272959183673469,0.0898378007919586,0.194924611635699,3.2688,40.704,32.139011257954,2.5809748427673,2
0,0.0914649800961715,0.00254372065616031,1.17254021729542,0.188872761313017,11.8537543456857,9.79183826439723,0.271388592750533,0,0.00192278403898873,3.2688,40.704,32.139011257954,2.5809748427673,3
0,0.0928112510878229,0.00251702526490919,0.789298219535581,0.137633259788637,11.747362126567,1.15613560028446,0.269208802924155,0.12681807797746,0.250009518732866,3.2688,40.704,32.139011257954,2.5809748427673,1
0,0.0913273529661382,0.0024401726207181,0.926055916948441,0.170362957373433,11.714738214293,17.1125637348298,0.267790511727079,0.121049725860493,0.126932302771855,3.2688,40.704,32.139011257954,2.5809748427673,3
0,0.0942685294802131,0.00250453572157788,0.95510673530622,0.182748508067303,11.6144659678658,40.0229789996778,0.264021093512032,0.0733989491318916,0.00553990252817545,3.2688,40.704,32.139011257954,2.5809748427673,3
0,0.0899904592161557,0.00238938958582448,0.938606068052092,0.164467209062374,11.7009113759722,4.18870287468599,0.268371154431922,0.0235874200426439,0.202330185805666,3.2688,40.704,32.139011257954,2.5809748427673,2
0,0.0913879952489638,0.00259730349396663,1.56637757694094,0.517576399853395,11.9588479062506,19.0758869371527,0.273682607371307,0.178171641791045,0.162760813280536,3.2688,40.704,32.139011257954,2.5809748427673,3
0,0.090466479558585,0.00245792209080991,0.704467496313593,0.240341160595767,11.7920026203345,3.64007196746681,0.27326378312519,0.168034191288456,0.232713981114834,3.2688,40.704,32.139011257954,2.5809748427673,1
0,0.0915303697530673,0.00245924177398179,0.981097331091347,0.321663638215109,11.6948062588247,6.11095496828089,0.269027946999695,0.165359427353031,0.19957927200731,3.2688,40.704,32.139011257954,2.5809748427673,1
0,0.0919738478021496,0.00259621526334826,1.24826601836553,0.335733243206526,11.9168890248425,8.29167356363978,0.271988272921109,0.0336867956137679,0.156269037465733,3.2688,40.704,32.139011257954,2.5809748427673,2
0,0.0917440595768442,0.00253141111851867,0.745678757535256,0.148237055103577,11.8214058549241,10.2705220385632,0.271788379530917,0.179256777337801,0.176858056655498,3.2688,40.704,32.139011257954,2.5809748427673,3
0,0.0928226314455243,0.00248068146216961,0.928086361325112,0.248417623314791,11.674165627911,5.98751589205532,0.268066554980201,0.117565869631435,0.192430703624733,3.2688,40.704,32.139011257954,2.5809748427673,1
0,0.0917335301388492,0.00247584818649231,0.937875985847834,0.208320030579788,11.7304986882969,30.0765470794942,0.26876142247944,0.008100441669205,0.000542567773378008,3.2688,40.704,32.139011257954,2.5809748427673,3
0,0.0932185391168798,0.00258601218084122,0.764049153065452,0.0858500936618276,11.8512854586442,16.6038462358562,0.273739719768504,1.90374657325617e-05,1.90374657325617e-05,3.2688,40.704,32.139011257954,2.5809748427673,3
0,0.0923402371301334,0.0025973590999137,1.17304223970466,0.346270921599258,11.8715787147662,16.9187606045236,0.273339932988121,0.198113387145903,0.179142552543405,3.2688,40.704,32.139011257954,2.5809748427673,3
0,0.0931921861861977,0.00256305641738282,0.482820350024886,0.0623100248642322,11.7694473477488,5.18494770789214,0.2680951111788,0.200036171184892,0.224461239719769,3.2688,40.704,32.139011257954,2.5809748427673,1
0,0.0929005463108205,0.00262956868585086,0.704453628828815,0.102307274140382,11.9382971761826,5.34821509208685,0.273872982028632,0.11125494974109,0.209002817544928,3.2688,40.704,32.139011257954,2.5809748427673,2
0,0.0914588104465463,0.00247105113141151,0.970568196435407,0.206497673857668,11.7146605119942,27.3987987474459,0.26776195552848,0.150462610417301,0.0736083612549497,3.2688,40.704,32.139011257954,2.5809748427673,3
